,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
32659,19038902,Sunny room near center of the big apple 61F2,52513887826,unconfirmed,John,Manhattan,Hell's Kitchen,40.7558,-73.99677,United States,US,False,strict,Private room,2013.0,"$1,031 ",$206 ,7.0,6.0,5/8/2019,0.66,3.0,47.0,328.0,,
53397,30492499,"Cozy stay (L) - 5 mins to Subway close to JFK,LGA",9957120499,verified,Natthapach,Queens,Jackson Heights,40.75419318,-73.87712638,United States,US,False,flexible,Private room,2021.0,"$1,127 ",$225 ,1.0,1.0,2/18/2022,1.0,3.0,3.0,32.0,,
10343,6713775,Sunny Private Room by Prospect Park,60817104432,verified,Ehi,Brooklyn,Prospect-Lefferts Gardens,40.65508,-73.95689,United States,US,True,moderate,Private room,2007.0,$908 ,$182 ,2.0,3.0,9/24/2016,0.07,2.0,1.0,49.0,,
89335,50341057,One of a kind Sun Filled Elegant Studio.,47470947789,verified,Tiffany,Brooklyn,East Flatbush,40.6393,-73.9472,United States,US,False,flexible,Entire home/apt,2019.0,$557 ,$111 ,3.0,53.0,6/7/2019,1.61,5.0,1.0,201.0,No smoking please!,
38738,22396333,"Sweet Chelsea Studio w/ Balcony, Doorman + Gym by Blueground",64147892837,verified,Blueground,Manhattan,Chelsea,40.73947,-73.99777,United States,US,True,flexible,Entire home/apt,2012.0,$105 ,$21 ,30.0,0.0,,,4.0,232.0,334.0,"No Smoking. NO pets. Please take off shoes when entering the apartment. NO PARTIES or HOSTING EVENTS, if a guests hosts an event or party, guests may be asked to leave.",
75424,42658011,Spacious Manhattan Club Suite,86616157186,verified,Hosteeva,Manhattan,Midtown,40.76403,-73.98191,United States,US,False,moderate,Entire home/apt,2005.0,$728 ,$146 ,1.0,0.0,,,3.0,8.0,0.0,,
37808,21882694,Sunlit Private Bedroom in Bushwick Apartment,82200600683,unconfirmed,Victoria,Brooklyn,Bedford-Stuyvesant,40.69342,-73.9324,United States,US,True,flexible,Private room,2005.0,$842 ,$168 ,7.0,0.0,,,4.0,1.0,87.0,"The studio is located in a smoke-free, no pets building. Kindly refrain from smoking any substances on the premises, and please leave your fur-babies with a sitter.",
68459,38811242,Awesome Cozy Room in The Heart of Astoria!,93596752879,unconfirmed,Simon,Queens,Ditmars Steinway,40.77786,-73.90819,United States,US,True,strict,Private room,2010.0,"$1,111 ",$222 ,7.0,36.0,6/15/2019,1.64,4.0,1.0,48.0,,
47204,27072105,WOODSIDE COMFORTABLE ROOM 15 MINUTES FROM THE CITY,32717862600,verified,Alex,Queens,Woodside,40.74833,-73.90827,United States,US,False,strict,Private room,2021.0,$489 ,$98 ,2.0,1.0,7/1/2019,1.0,5.0,1.0,365.0,Please no dirty dishes behind. Thank you,
9661,6337106,Bright and beautiful 1 bedroom Apt.,36882276819,verified,Rosalia,Manhattan,Upper West Side,40.7777,-73.98796,United States,US,True,strict,Entire home/apt,2017.0,$419 ,$84 ,1.0,1.0,8/10/2015,0.02,5.0,1.0,135.0,,
9708,6363064,Townhouse Bonus Room w/Private Bath,40418553866,unconfirmed,Kimberly,Brooklyn,Prospect Heights,40.68024,-73.96658,United States,US,False,strict,Private room,2007.0,$612 ,$122 ,1.0,213.0,7/1/2019,4.42,5.0,2.0,135.0,,
42744,24608847,Furnished East Village Studio Apartment,22752536119,verified,Cy,Manhattan,East Village,40.72853,-73.98173,United States,US,False,strict,Entire home/apt,2004.0,$915 ,$183 ,30.0,0.0,,,2.0,1.0,0.0,,
51943,29689455,The Sunset Three,36522864919,verified,Ana,Brooklyn,Sunset Park,40.64564,-74.01864,United States,US,True,strict,Entire home/apt,2005.0,$71 ,$14 ,1.0,22.0,2/24/2022,4.49,4.0,3.0,328.0,,
95295,53632765,Gotham City Rental 3,5548076490,verified,Gotham,Manhattan,Hell's Kitchen,40.75925,-73.99375,United States,US,True,strict,Entire home/apt,2010.0,$950 ,$190 ,1.0,63.0,6/8/2019,4.83,3.0,1.0,357.0,Please be respectful of my things! I have a lot of stuff that I have collected over the years. Absolutely NO smoking and NO parties  This is a really relaxing space and the neighbors are all really cool.  -Pets are allowed -Please clean after yourself and dispose of the trash properly,
5134,3836844,Welcome to Williamsburg!,63677808322,unconfirmed,Catherine,Brooklyn,Williamsburg,40.71385,-73.94156,United States,US,True,flexible,Entire home/apt,2016.0,$334 ,$67 ,3.0,6.0,4/1/2017,0.1,4.0,1.0,234.0,,
58210,33150719,Brand New BK Duplex in the Center of it All!!!,32333502770,verified,Sam,Brooklyn,Bedford-Stuyvesant,40.68727,-73.93705,United States,US,True,flexible,Entire home/apt,2003.0,$110 ,$22 ,2.0,103.0,1/4/2022,2.96,4.0,1.0,54.0,,
14792,9170958,Single room in Bushwick w/backyard,31635172895,verified,Andrew,Brooklyn,Bushwick,40.70153,-73.9169,United States,US,True,moderate,Private room,2005.0,$107 ,$21 ,1.0,0.0,,,3.0,1.0,113.0,#NAME?,
84279,47548628,Cozy room in Williamsburg apartment,93215368306,verified,Juliann,Brooklyn,Williamsburg,40.7106,-73.95884,United States,US,True,strict,Private room,2016.0,$480 ,$96 ,1.0,4.0,6/20/2016,0.1,2.0,1.0,327.0,No smoking. And preferably no cats. dogs welcome.,
52436,29961739,A Treasure by The Water,37898447438,verified,Walt & Daisy,Queens,Rockaway Beach,40.58451,-73.81857,United States,US,False,moderate,Entire home/apt,2022.0,$317 ,$63 ,3.0,10.0,2/21/2022,0.3,5.0,1.0,346.0,,
26798,15801871,"Quirky, cozy, and fun in Bushwick!",76893382454,unconfirmed,Carmela,Brooklyn,Bushwick,40.68701,-73.91437,United States,US,True,strict,Entire home/apt,2013.0,$226 ,$45 ,2.0,115.0,6/23/2019,5.92,2.0,2.0,6.0,"No pets and no smoking, please. No group parties and we kindly ask that you limit the number of people on the roof deck to a maximum of 4. Please be respectful of our neighbors below us and next to us and try to limit any noise after 10PM. Trash should be left in the unit, tied up and next to the barrel in the kitchen. The front door to the building can be tricky, so please double check and pull it shut so that it locks completely.",
85256,48088225,Large cosy room-Financial District,29093072761,verified,Daniela,Manhattan,Financial District,40.70873,-74.00601,United States,US,True,moderate,Private room,2010.0,$349 ,$70 ,1.0,5.0,11/9/2016,0.13,3.0,1.0,99.0,#NAME?,
42298,24362521,1 - Private room in Yogi's BIG Midtown Manhattan,15982766047,unconfirmed,Yogi,Manhattan,Kips Bay,40.74056,-73.98077,United States,US,True,flexible,Private room,2018.0,$244 ,$49 ,1.0,24.0,7/1/2019,6.43,3.0,3.0,35.0,No Smoking and No Pets,
18913,11446986,WARM AND CHARMING 2 BED APARTMENT,97349252269,verified,Lucy,Queens,Ozone Park,40.68285,-73.85248,United States,US,True,flexible,Entire home/apt,2009.0,$344 ,$69 ,5.0,17.0,6/29/2019,0.49,2.0,1.0,331.0,,
150,1084181,Sunny Room in Old Historical Brooklyn Townhouse,7020663711,unconfirmed,Jessica,Brooklyn,Fort Greene,40.69101,-73.97312,United States,US,True,strict,Private room,2014.0,$162 ,$32 ,8.0,27.0,6/29/2019,1.05,4.0,5.0,18.0,I'm a semi kosher vegetarian which means that I don't bring any pork or shelled fish into the house.  Chicken/Red meat is fine.,
81238,45869083,Brooklyn's 3 bdrm Honeycomb,638038881,verified,Belinda,Brooklyn,East New York,40.66929,-73.89079,United States,US,True,strict,Entire home/apt,2018.0,$929 ,$186 ,2.0,73.0,6/23/2019,2.98,3.0,2.0,171.0,This is a private room with access to a private rooftop deck. The bathroom is shared with one roommate who is at work from 6am-6pm. The kitchen is available for your use. The room has a minifridge with water and cold brewed coffee.  We ask that you don't smoke.,
64640,36702008,Private Bedroom in Spacious Sunlit Apartment,96179649787,unconfirmed,Mike,Manhattan,Washington Heights,40.85441,-73.93515,United States,US,False,moderate,Private room,2022.0,$238 ,$48 ,2.0,6.0,8/5/2021,0.65,5.0,1.0,0.0,,
44562,25612929,"COSY BEDROOM CLOSE TO MANHATTAN, Brooklyn",44217752725,unconfirmed,Mila,Brooklyn,Bedford-Stuyvesant,40.68449,-73.92881,United States,US,False,moderate,Private room,2013.0,$384 ,$77 ,1.0,22.0,7/6/2019,10.31,5.0,3.0,347.0,"We suggest you use email or texting contact us if need, do not call us. We will not accept calling from AirBnB guests. We will back to you ASAP.",
83673,47213934,Splendid 1 bedroom suite in midtown Manhattan,40555160643,verified,Stanley,Manhattan,Murray Hill,40.74896,-73.9762,United States,US,False,flexible,Entire home/apt,2014.0,$861 ,$172 ,30.0,1.0,6/16/2018,0.08,2.0,50.0,364.0,treat the property and other tenants with respect,
54741,31234790,Water View King Bed Hotel Room,5925202659,unconfirmed,Justin,Manhattan,Financial District,40.7044,-74.00531,United States,US,True,strict,Private room,2007.0,$197 ,$39 ,,26.0,2/12/2022,2.06,2.0,102.0,41.0,,
87067,49088440,Private rooms in beautiful apartment on UWS,9864684912,verified,Marit,Manhattan,Morningside Heights,40.80534,-73.96654,United States,US,True,moderate,Private room,2021.0,$475 ,$95 ,1.0,0.0,,,1.0,1.0,0.0,"Please, no smoking inside the house or on the property. Cleanliness is a must, as we would be sharing a bathroom & kitchen. It is expected that you would clean the tub after each use; be professional & respectful at all times. No guests are allowed to stay overnight if not checked-in prior to your arrival and have valid identification upon arrival . We will all clean up the kitchen as we use it (dishwasher is available). Please have identification to verify your identity. No pets.",
13702,8568951,The Mahogany Suite(Private Studio Apartment),83263405331,verified,The Mahogany Suite(Studio Apartment,Brooklyn,Crown Heights,40.66404,-73.93334,United States,US,False,moderate,Entire home/apt,2004.0,$88 ,$18 ,2.0,110.0,6/30/2019,2.81,3.0,3.0,416.0,No cigarette smoking inside the house. Happy to have you on the porch or yard.  420 friendly.,
28056,16496665,One nice room on the Roosevelt Island; 罗岛一间卧室出租,9120980841,verified,Lily,Manhattan,Roosevelt Island,40.76191,-73.94934,United States,US,False,strict,Private room,2011.0,$373 ,$75 ,25.0,37.0,7/1/2018,1.89,5.0,1.0,149.0,"No smoking or drinking in the apt. Lock out will be $50. late check in after 9 pm and before 9 a.m. is $50. Respect yourself, respect other, clean up after yourself. Thank you",
83412,47069784,Private room in 2br apartment near subway (train),20694658333,unconfirmed,Zack,Queens,Flushing,40.75484,-73.82323,United States,US,True,strict,Private room,2019.0,$572 ,$114 ,1.0,0.0,,,2.0,2.0,0.0,No smoking or pets.,
46478,26671135,Spacious Apartment perfect to relax and enjoy .,39098392682,unconfirmed,Carena,Brooklyn,Crown Heights,40.67768,-73.94332,United States,US,True,flexible,Entire home/apt,2013.0,$743 ,$149 ,5.0,1.0,7/1/2019,1.0,3.0,2.0,321.0,No pets.  No smoking inside.,
32599,19005764,Bright room in beautiful Park Slope apartment,26287837460,verified,Sarah,Brooklyn,Sunset Park,40.65877,-73.98974,United States,US,False,strict,Private room,2018.0,$169 ,$34 ,,3.0,6/23/2018,0.23,2.0,1.0,0.0,- no shoes inside - quiet after 8:30pm,
16781,10269482,"private oasis in sunnyside, queens",25121739393,unconfirmed,Erika,Queens,Sunnyside,40.74272,-73.92347,United States,US,False,moderate,Entire home/apt,2012.0,$504 ,$101 ,2.0,4.0,7/27/2017,0.11,1.0,1.0,376.0,#NAME?,
49270,28213157,Amazing and  very large bedroom,4763050391,unconfirmed,Gili,Manhattan,Upper East Side,40.76887,-73.95894,United States,US,False,strict,Entire home/apt,2022.0,$476 ,$95 ,1.0,0.0,,,3.0,1.0,179.0,,
93484,52632549,Cozy 1 Bedroom on the Upper West Side,57558337929,unconfirmed,Robert,Manhattan,Upper West Side,40.7748,-73.97922,United States,US,True,strict,Private room,2021.0,"$1,054 ",$211 ,2.0,4.0,4/1/2018,0.24,3.0,1.0,0.0,Please leave all bed linens and towels in hamper upon departure.  Please put all dishes in dishwasher upon departure.,
26201,15472148,Franklin Guest Apt,81349040857,unconfirmed,Sonya,Brooklyn,Bedford-Stuyvesant,40.6835,-73.957,United States,US,False,flexible,Entire home/apt,2015.0,$780 ,$156 ,2.0,51.0,6/10/2019,2.53,5.0,1.0,10.0,Please respect our privacy on 1st and 2nd floors.  We do appreciate you being quiet when coming in very late at night.  If you need anything we are happy to help in any way.,
67200,38115896,Bright Brooklyn Brownstone,66173822303,unconfirmed,Andrew,Brooklyn,Park Slope,40.67275,-73.97541,United States,US,False,strict,Entire home/apt,2019.0,"$1,200 ",$240 ,3.0,9.0,6/30/2020,0.23,2.0,1.0,2.0,,
96099,54076814,Historic penthouse apartment on Saint Marks Place,75433612846,unconfirmed,Chelsea,Manhattan,East Village,40.7299,-73.98824,United States,US,True,flexible,Entire home/apt,2011.0,"$1,005 ",$201 ,2.0,72.0,5/27/2019,5.82,4.0,1.0,96.0,A few items to keep costs low and accommodations comfortable: • Only guests included in the booking are allowed in the apartment.  • No smoking in/near the apartment. • No shoes in the apartment. Slippers are provided. • Clean up after yourself and leave the apartment as you found it. • Be mindful of neighbors and other guests.  • Turn off the lights when you're not in the room.  • Tell me how I can help you enjoy your stay!,
85250,48084911,Cozy East Village Loft!,69239000766,verified,Britta,Manhattan,East Village,40.72444,-73.98136,United States,US,True,strict,Private room,2022.0,$896 ,$179 ,3.0,1.0,6/28/2016,0.03,5.0,1.0,68.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
40025,23107144,"Huge Apartment & Private Bathroom, Upper East Side",18900736859,verified,Jonathan,Manhattan,Upper East Side,40.76521,-73.96337,United States,US,True,moderate,Private room,2020.0,$176 ,$35 ,3.0,14.0,6/29/2019,3.09,4.0,1.0,44.0,,
92744,52223847,"The Studio, lush cabin living in Brooklyn",82885318848,unconfirmed,Noemie,Brooklyn,Bedford-Stuyvesant,40.68898,-73.95835,United States,US,True,moderate,Entire home/apt,2009.0,$485 ,$97 ,3.0,45.0,6/29/2019,2.56,4.0,1.0,179.0,"There are two other units in this building, quiet, clean and respectful of neighbors is all we request. Regrets, no pets and no smoking.",
68855,39029953,Modern Chic Private Room in Gramercy,8280108018,verified,Ava,Manhattan,Gramercy,40.73442,-73.98383,United States,US,True,strict,Private room,2011.0,$497 ,$99 ,4.0,4.0,12/17/2018,0.21,5.0,1.0,0.0,,
42366,24400078,Private room - Midtown West elevator building,20391932039,verified,Stacey,Manhattan,Hell's Kitchen,40.75493,-73.99676,United States,US,True,moderate,Private room,2020.0,$506 ,$101 ,2.0,8.0,6/12/2019,2.4,2.0,1.0,0.0,Please make sure the front house doors are locked when leaving. Please return keys to lock box upon check-out. Please limit use of the 2nd floor resident's bathroom to nighttime breaks only. The back areas of house are being renovated and are off-limits.,
76041,42998780,Comfy Private Bedroom-JFK (8 mins),56574606017,unconfirmed,Nickesha,Queens,St. Albans,40.68692,-73.76832,United States,US,True,flexible,Private room,2007.0,"$1,013 ",$203 ,2.0,74.0,5/11/2019,2.16,1.0,5.0,174.0,No Smoking No Pets,
24885,14745322,The Heart of Harlem,88172858204,unconfirmed,Michelle,Manhattan,East Harlem,40.80472,-73.94077,United States,US,False,strict,Private room,2020.0,$522 ,$104 ,3.0,2.0,8/9/2017,0.09,3.0,2.0,0.0,"Please note that we are a no smoking environment, and pets are only accepted in certain room types that have direct access to the outside. Please call ahead to make arrangements. ",
91413,51488736,"Spacious, modern, cozy & bright Williamsburg oasis",33276139329,unconfirmed,Teresa,Brooklyn,Williamsburg,40.71186,-73.95402,United States,US,False,moderate,Entire home/apt,2014.0,$607 ,$121 ,2.0,24.0,7/6/2019,1.43,5.0,1.0,14.0,,
34892,20272188,FORDHAM DELUXE,8404777071,verified,Oscar,Bronx,Kingsbridge,40.863,-73.90661,United States,US,False,moderate,Private room,2005.0,"$1,085 ",$217 ,3.0,24.0,6/23/2019,2.91,2.0,2.0,72.0,,
38621,22331714,Cozy Room in Great APT! Near LGA / Manhattan,50353274738,verified,Kazuya,Queens,Sunnyside,40.74907,-73.91185,United States,US,True,flexible,Private room,2013.0,"$1,127 ",$225 ,30.0,1.0,4/30/2019,0.43,4.0,103.0,0.0,,
